Section,Programme,English title,Episodes,Latest episode,Plays outside Portugal,Description (PT),Description (EN),Link
Documentaries (Portugal),Douro - Uma História de Séculos,Douro - A History of Centuries,2,16 ago. 2025,yes,Douro - Uma História de Séculos é um documentário com autoria de José António Salvador sobre a produção vinícola na região do Douro. Ao long,Douro - Uma História de Séculos is a documentary by José António Salvador about wine production in the Douro region. Throu…,https://www.rtp.pt/play/p1025/e870450/douro-uma-historia-de-seculos
Documentaries (Portugal),Diploma de Saída,Exit Diploma,2,13 ago. 2025,yes,"Os baixos salários, a perda de poder de compra e a ausência de progressão de carreira têm levado muitos jovens a emigrar. Entre 10 a 15 mil portug","Low wages, loss of purchasing power and the lack of career progression have led many young people to emigrate. Between 10 and 15 thousand Portu…",https://www.rtp.pt/play/p15384/e869847/diploma-de-saida
Documentaries (Portugal),Plateau,Plateau,2,12 ago. 2025,yes,Plateau é uma versão desglamourizada do universo do espetáculo e dos seus intervenientes. Parte da peça 'Durações de um minuto' de Clara Anderma,Plateau is a de-glamourised version of the world of show business and the people in it. It starts from the play 'Durações de um minuto' by Clara Anderma…,https://www.rtp.pt/play/p11794/e869881/plateau
Documentaries (Portugal),Ilha a Cores,Island in Colour,1,17 jul. 2025,yes,"Praia da Vitória - O 'Ilha a Cores' é um programa que dá a conhecer os Açores como nunca foram vistos, concelho a concelho. Este episódio centra-","Praia da Vitória - 'Ilha a Cores' is a programme that shows the Azores as they have never been seen, municipality by municipality. This episode focuses…",https://www.rtp.pt/play/p15237/e865170/ilha-a-cores
Documentaries (Portugal),Filhos de Tuga,Children of Tugas,3,16 jul. 2025,no,"A Viagem - Salvina Sousa Silva, mulher de um ex-combatente português que esteve em Angola durante a Guerra Colonial, sempre ouviu o marido falar do f","The Journey - Salvina Sousa Silva, the wife of a Portuguese veteran who served in Angola during the Colonial War, always heard her husband talk about the…",https://www.rtp.pt/play/p15169/e864512/filhos-de-tuga
Documentaries (Portugal),Sérgio Varella Cid - Um Prodígio no Fio da Navalha - Vícios Privados,Sérgio Varella Cid - A Prodigy on the Razor's Edge - Private Vices,special,09 jul. 2025,no,Vícios Privados - A vida dupla de Sérgio Varella Cid vai-se evidenciando ao mesmo tempo que vai conquistando as maiores salas e críticos mundiais. ,Private Vices - Sérgio Varella Cid's double life becomes increasingly evident as he wins over the world's greatest concert halls and critics.,https://www.rtp.pt/play/p15195/e862838/sergio-varella-cid-um-prodigio-no-fio-da-navalha
Documentaries (Portugal),Alexandria,Alexandria,9,24 nov. 2024,yes,"Um espaço de conversa, mas sem nunca esquecer algo que nos une a todos como a cultura, a história e a música…","A space for conversation, but never forgetting the things that unite us all, such as culture, history and music…",https://www.rtp.pt/play/p13932/e811133/alexandria
Documentaries (Portugal),E Depois da Revolução?,And After the Revolution?,4,27 mai. 2025,no,"Como Vivemos a Cultura? - Cinquenta anos de democracia transformaram profundamente os hábitos culturais em Portugal. Com o fim da censura, o país ab","How Do We Experience Culture? - Fifty years of democracy have profoundly transformed cultural habits in Portugal. With the end of censorship, the country op…",https://www.rtp.pt/play/p14990/e853292/e-depois-da-revolucao
Documentaries (Portugal),As 5 Revoluções Portuguesas,The 5 Portuguese Revolutions,5,12 mai. 2025,yes,"1974 - Revolução dos Cravos - Em 1974, todos os países da Europa Ocidental e da NATO são democracias pluralistas, à exceção de Espanha, Grécia","1974 - The Carnation Revolution - In 1974, all the countries of Western Europe and NATO are pluralist democracies, with the exception of Spain, Greece…",https://www.rtp.pt/play/p14784/e849529/as-5-revolucoes-portuguesas
Documentaries (Portugal),O Trabalho Não É Mercadoria,Labour Is Not a Commodity,1,01 mai. 2025,no,"Poderíamos viver numa sociedade onde o trabalho fosse feito com prazer, onde não fosse apenas mercadoria e as pessoas mão de obra? Qual o futuro do","Could we live in a society where work was done with pleasure, where it was not just a commodity and people just labour? What is the future of…",https://www.rtp.pt/play/p14894/e847000/o-trabalho-nao-e-mercadoria
Documentaries (Portugal),Aqueles que Ficaram (Em Toda a Parte Todo o Mundo Tem),"Those Who Stayed (Everywhere, Everyone Has One)",1,24 abr. 2025,no,"Portugal viveu 41 anos o regime político do Estado Novo, que prendeu, torturou e levou ao exílio a quem se lhe opunha. Através dos testemunhos dire","Portugal lived for 41 years under the Estado Novo political regime, which imprisoned, tortured and exiled those who opposed it. Through the direct testimonies…",https://www.rtp.pt/play/p14847/e845570/aqueles-que-ficaram-em-toda-a-parte-todo-o-mundo-tem
Documentaries (Portugal),Reféns no Paraíso,Hostages in Paradise,2,24 abr. 2025,yes,"Em Agosto de 1975, em pleno 'Verão Quente' em Portugal, começava a guerra civil na então colónia de Timor, hoje Timor Leste. O golpe militar da UD","In August 1975, in the middle of the 'Hot Summer' in Portugal, civil war broke out in the then colony of Timor, now East Timor. The military coup by the UD…",https://www.rtp.pt/play/p14853/e845581/refens-no-paraiso
Documentaries (Portugal),Antero de Quental: Verbo Vivo da Cultura Açoriana,Antero de Quental: Living Word of Azorean Culture,2,16 abr. 2025,yes,Documentário sobre o escritor e poeta Antero de Quental para assinalar o aniversário da sua morte.,A documentary about the writer and poet Antero de Quental to mark the anniversary of his death.,https://www.rtp.pt/play/p10189/e843757/antero-de-quental-verbo-vivo-da-cultura-acoriana
Documentaries (Portugal),Portugal no Mundo - Círio de Nazaré,Portugal in the World - Círio de Nazaré,2,13 abr. 2025,no,"Tiago Góes Ferreira leva-nos numa viagem por Belém do Pará. Vamos conhecer a cidade, a extensa comunidade portuguesa que por lá se fixou e a devo","Tiago Góes Ferreira takes us on a journey through Belém do Pará. We'll get to know the city, the large Portuguese community that settled there and the devo…",https://www.rtp.pt/play/p14415/e843150/portugal-no-mundo-cirio-de-nazare
Documentaries (Portugal),Mulheres Que Contam,Women Who Count,12+,04 abr. 2025,yes,Sandra Ribeiro - Presidente da Comissão para a Cidadania e a Igualdade de...,Sandra Ribeiro - President of the Commission for Citizenship and Equality of...,https://www.rtp.pt/play/p12977/e834807/mulheres-que-contam
Documentaries (Portugal),Geografia do Descontentamento,Geography of Discontent,2,26 mar. 2025,yes,,,https://www.rtp.pt/play/p13652/e838932/geografia-do-descontentamento
Documentaries (Portugal),Hotéis XXI,21st-Century Hotels,6,05 mar. 2025,yes,"Fuga à Rotina - Entre as esferas do lazer e do trabalho, culturalmente representativas das tensões da época moderna, a fuga ao quotidiano e a busca","Escape from Routine - Between the spheres of leisure and work, culturally representative of the tensions of the modern age, the escape from everyday life and the search…",https://www.rtp.pt/play/p14205/e834194/hoteis-xxi
Documentaries (Portugal),Luiza de Jesus - A Macabra História da Maior Serial Killer Portuguesa,Luiza de Jesus - The Macabre Story of the Greatest Portuguese Serial Killer,1,27 fev. 2025,yes,"Documentário sobre a vida e a morte de Luiza de Jesus (1748-1772), a única 'serial killer' portuguesa conhecida, que, em finais do século XVIII, ma","A documentary about the life and death of Luiza de Jesus (1748-1772), the only known Portuguese 'serial killer', who, in the late 18th century, ki…",https://www.rtp.pt/play/p14620/e832798/luiza-de-jesus
Documentaries (Portugal),Maçonaria em Portugal - Uma História,Freemasonry in Portugal - A History,1,26 fev. 2025,yes,Um documentário único que revela a verdade por detrás dos factos perdidos no tempo...,A unique documentary that reveals the truth behind facts lost in time...,https://www.rtp.pt/play/p14617/e832495/maconaria-em-portugal-uma-historia
Documentaries (Portugal),ModaLisboa Singular - Melhores Momentos,ModaLisboa Singular - Highlights,1,23 fev. 2025,yes,"Desfiles, apresentações, entrevistas, backstage, e exposições. Os melhores momentos da 63ª edição da Lisboa Fashion Week. Sílvia Alberto é qu","Shows, presentations, interviews, backstage and exhibitions. The highlights of the 63rd edition of Lisbon Fashion Week. Sílvia Alberto is the…",https://www.rtp.pt/play/p14117/e831878/modalisboa-singular-melhores-momentos
Documentaries (Portugal),Os Diários de Thomaz de Mello Breyner,The Diaries of Thomaz de Mello Breyner,3,20 jan. 2025,no,"1921 - 1933: A Ascensão do Estado Novo - O final conturbado da I República, a luta permanente pela dignificação das suas enfermarias do Desterro, ","1921 - 1933: The Rise of the Estado Novo - The troubled end of the First Republic, the constant fight to improve his wards at Desterro,…",https://www.rtp.pt/play/p14359/e823806/os-diarios-de-thomaz-de-mello-breyner
Documentaries (Portugal),No País de Alice,In Alice's Country,2,18 jan. 2025,no,"O realizador Rui Simões e a sua filha Alice encetam uma viagem pelo país, dando início a uma partilha intergeracional, através do encontro com pes","Director Rui Simões and his daughter Alice set off on a journey around the country, beginning an intergenerational exchange through meetings with peo…",https://www.rtp.pt/play/p11032/e823551/no-pais-de-alice
Documentaries (Portugal),Salazar Não ia à Bola,Salazar Didn't Go to the Football,1,15 jan. 2025,yes,"Este é um documentário sobre futebol. Sobre a História do Futebol em Portugal. Durante mais de um século, o futebol e a vida caminham lado a lado,","This is a documentary about football. About the History of Football in Portugal. For more than a century, football and life have walked side by side,…",https://www.rtp.pt/play/p13434/e829153/salazar-nao-ia-a-bola
Documentaries (Portugal),Elogio da Paixão,In Praise of Passion,12+,22 dez. 2024,yes,Programa moderado pela psicóloga Gabriela Moita sobre os afetos.,"A programme about our emotional lives, hosted by the psychologist Gabriela Moita.",https://www.rtp.pt/play/p11348/e818024/elogio-da-paixao
Documentaries (Portugal),Do Bairro,From the Neighbourhood,4,08 dez. 2024,no,"No coração pulsante da cidade, os bairros de Alfama e Mouraria encontram-se para contar as suas histórias. Com uma mistura de autenticidade, raíze","In the beating heart of the city, the neighbourhoods of Alfama and Mouraria come together to tell their stories. With a mix of authenticity, roots…",https://www.rtp.pt/play/p11189/e814675/do-bairro
Documentaries (Portugal),Naçara: Uma e Outra Vez,Naçara: Again and Again,1,04 dez. 2024,yes,"Encorajada por duas tias-avós que viviam em Silves, uma jovem portuguesa atravessa o país de nómadas em busca da tribo de um avô distante. Regress","Encouraged by two great-aunts who lived in Silves, a young Portuguese woman crosses the country of nomads in search of the tribe of a distant grandfather. Return…",https://www.rtp.pt/play/p14159/e813516/nacara-uma-e-outra-vez
Documentaries (Portugal),O Mundo de Irreversível,The World of Irreversível,1,25 nov. 2024,yes,"Margarida Vila-Nova, Rafael Morais, Soraia Chaves, Laura Dutra, Helena Caldeira, Paula de Magalhães e muitos outros, convidam-no a explorar 'O Mundo ","Margarida Vila-Nova, Rafael Morais, Soraia Chaves, Laura Dutra, Helena Caldeira, Paula de Magalhães and many others invite you to explore 'The World…",https://www.rtp.pt/play/p14151/e811586/o-mundo-de-irreversivel
Documentaries (Portugal),Mesa Portuguesa... com Estrelas Com Certeza!,"Portuguese Table... with Stars, Of Course!",12+,22 out. 2024,yes,Chefs de restaurantes com estrelas Michelin a trabalhar em Portugal viajam pelo melhor das nossas mesas…,Chefs from Michelin-starred restaurants working in Portugal travel in search of the best of our cuisine…,https://www.rtp.pt/play/p13631/e803027/mesa-portuguesa-com-estrelas-com-certeza
Documentaries (Portugal),Portugal de... Best Of,Portugal According To... Best Of,1,01 out. 2024,yes,"'Portugal de...', mergulha nas diversas perspectivas de Portugal por meio das histórias de 10 figuras notáveis de uma geração, numa abordagem docu","'Portugal de...' dives into the different perspectives of Portugal through the stories of 10 notable figures of a generation, in a documentary approach…",https://www.rtp.pt/play/p13924/e797979/portugal-de-best-of
Documentaries (Portugal),Este é o Meu Corpo - Mutilação Genital Feminina,This Is My Body - Female Genital Mutilation,3,16 set. 2024,yes,O documentário 'Este é o meu corpo' aborda a realidade de mulheres vítimas de mutilação genital em Portugal. ,The documentary 'Este é o meu corpo' addresses the reality of women who are victims of genital mutilation in Portugal.,https://www.rtp.pt/play/p10172/e794946/este-e-o-meu-corpo-mutilacao-genital-feminina
Documentaries (Portugal),Os Sobreviventes no Zoo,The Survivors at the Zoo,4,15 set. 2024,no,"Esta é uma viagem que leva o espetador a conhecer de perto algumas espécies de animais em vias de extinção, que estão ao abrigo do Programa Europ","This is a journey that lets the viewer get up close to some endangered animal species, which are protected under the European Programme…",https://www.rtp.pt/play/p13397/e794555/os-sobreviventes-no-zoo
